X,OriginationTime,TransmissionTime,txSequenceNumber,loggerSequenceNumber,loggedTime,CDLConnectionHealth,ThrottlePosition___,EngineSpeed_rpm_,DesiredEngineSpeed_rpm_,BoostPressure_kPa_,EngineLoadFactor___,FuelConsumptionRate_l_h_,GroundSpeed_mph_,TransmissionOutputSpeed_rpm_,LockupClutchCurrent___,NeutralizeSwitchStatus,DirectionSwitchPositionStatus,RideControlSwitchStatus,TransmissionSwitchStatus,ParkBrakeSwitchStatus,DownShiftSwitchStatus,UpShiftSwitchStatus,LockupClutchEnableSwitchStatus,TorqueConverterSpeed_rpm_,GroundSpeedAndDirection_kph_,ShiftLeverPositionStatus,ActualGearStatus,ReverseSteeringSolenoidStatus,ParkBrakeStatus,ServiceBrakeStatus,AutoRetardModeStatus,AccelerationPedalStatus,FrontServiceBrakeOilPressure_kPa_,RearServiceBrakeOilPressure_kPa_,HydraulicOilTemperature_degC_,FuelGauge___,SystemVoltage_volts_,NewOriginTime,NewTransmissionTime
40362,1162907830.09544,1162907830.09545,9692,0,0,0,0,798.5,800,2.5,9,36.6,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,750,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1572,1770,78,47,28.2,2016-11-11 13:57:29.095440,2016-11-11 13:57:29.095450
40366,1162907832.61563,1162907832.61564,9696,0,0,0,0,798.5,800,2.5,9,36.8,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,749,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1561,1761,78,47,28.2,2016-11-11 13:57:31.615630,2016-11-11 13:57:31.615640
40369,1162907834.55582,1162907834.55582,9699,0,0,0,0,799.5,800,2.5,9,36.7,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,749,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1563,1761,78,47,28.2,2016-11-11 13:57:33.555820,2016-11-11 13:57:33.555820
40370,1162907835.21587,1162907835.21588,9700,0,0,0,0,799,800,2.5,9,36.7,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,749,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1563,1762,78,47,28.2,2016-11-11 13:57:34.215870,2016-11-11 13:57:34.215880
40373,1162907837.11608,1162907837.11608,9703,0,0,0,0,798.5,800,2.5,9,36.8,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,749,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1560,1761,78,47,28.2,2016-11-11 13:57:36.116080,2016-11-11 13:57:36.116080
40376,1162907839.05631,1162907839.05632,9706,0,0,0,0,801.5,800,3,9,36.8,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,748,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1562,1757,78,47,28.2,2016-11-11 13:57:38.056310,2016-11-11 13:57:38.056320
40380,1162907841.53639,1162907841.53639,9710,0,0,0,0,799.5,800,2.5,9,36.7,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,748,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1564,1761,78,47,28.2,2016-11-11 13:57:40.536390,2016-11-11 13:57:40.536390
40383,1162907843.4765,1162907843.47651,9713,0,0,0,0,799,800,3,9,36.7,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,750,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1562,1761,78,47,28.2,2016-11-11 13:57:42.476500,2016-11-11 13:57:42.476510
40386,1162907845.3766,1162907845.37661,9716,0,0,0,0,798.5,800,2.5,9,36.8,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,749,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1561,1761,78,47,28.2,2016-11-11 13:57:44.376600,2016-11-11 13:57:44.376610
40389,1162907847.27688,1162907847.27689,9719,0,0,0,0,799,800,2.5,9,36.7,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,748,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1563,1763,78,47,28.2,2016-11-11 13:57:46.276880,2016-11-11 13:57:46.276890
40392,1162907849.17688,1162907849.17688,9722,0,0,0,0,800.5,800,2.5,9,36.45,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,748,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1726,1916,78,47,28.2,2016-11-11 13:57:48.176880,2016-11-11 13:57:48.176880
40394,1162907850.41685,1162907850.41685,9724,0,0,0,0,801,800,2.5,9,36.35,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,747,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1683,1880,78,47,28.2,2016-11-11 13:57:49.416850,2016-11-11 13:57:49.416850
40397,1162907852.35714,1162907852.35714,9727,0,0,0,0.4,801,800,2.5,9,36.35,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,748,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1684,1881,78,47,28.2,2016-11-11 13:57:51.357140,2016-11-11 13:57:51.357140
40400,1162907854.25721,1162907854.25722,9730,0,0,0,0,798.5,800,2.5,9,36.35,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,747,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1644,1843,78,47,28.2,2016-11-11 13:57:53.257210,2016-11-11 13:57:53.257220
40403,1162907856.19724,1162907856.19724,9733,0,0,0,0,799,800,2.5,9,36.6,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,748,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1630,1829,78,47,28.2,2016-11-11 13:57:55.197240,2016-11-11 13:57:55.197240
40406,1162907858.09747,1162907858.09747,9736,0,0,0,0,798.5,800,2.5,9,36.6,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,748,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1631,1832,78,47,28.2,2016-11-11 13:57:57.097470,2016-11-11 13:57:57.097470
40410,1162907860.61753,1162907860.61753,9740,0,0,0,0,802,800,3,9,36.45,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,747,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1627,1821,78,47,28.2,2016-11-11 13:57:59.617530,2016-11-11 13:57:59.617530
40413,1162907862.5177,1162907862.51771,9743,0,0,0,4.4,1121.5,800,7,0,0,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1154,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1565,1765,78,47,28.2,2016-11-11 13:58:01.517700,2016-11-11 13:58:01.517710
40416,1162907864.37791,1162907864.37791,9746,0,0,0,28.8,984.5,1047,5.5,20,27.3,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,871,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1561,1756,78,47,28.2,2016-11-11 13:58:03.377910,2016-11-11 13:58:03.377910
40418,1162907865.65798,1162907865.65799,9748,0,0,0,34,1158.5,1136.5,6.5,16,14.6,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1095,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1551,1752,78,47,28.2,2016-11-11 13:58:04.657980,2016-11-11 13:58:04.657990
40421,1162907867.55817,1162907867.55818,9751,0,0,0,44,1336.5,1323,12.5,8,7.6,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1254,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1550,1746,78,47,28.2,2016-11-11 13:58:06.558170,2016-11-11 13:58:06.558180
40422,1162907868.17803,1162907868.17804,9752,0,0,0,44,1288,1323,11,15,12,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1242,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1553,1750,78,47,28.2,2016-11-11 13:58:07.178030,2016-11-11 13:58:07.178040
40424,1162907869.41822,1162907869.41822,9754,0,0,0,45.6,1340,1347.5,9,21,13.55,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1294,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1546,1744,78,47,28.2,2016-11-11 13:58:08.418220,2016-11-11 13:58:08.418220
40425,1162907870.07823,1162907870.07823,9755,0,0,0,45.6,1354,1353,9.5,20,12.85,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1303,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1549,1745,78,47,28.2,2016-11-11 13:58:09.078230,2016-11-11 13:58:09.078230
40427,1162907871.31857,1162907871.31857,9757,0,0,0,47.2,1379.5,1381.5,9,21,13.2,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1331,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1544,1740,78,47,28.2,2016-11-11 13:58:10.318570,2016-11-11 13:58:10.318570
40429,1162907872.59843,1162907872.59843,9759,0,0,0,47.2,1382,1381.5,11,20,12.85,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1329,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,1543,1743,78,47,28.2,2016-11-11 13:58:11.598430,2016-11-11 13:58:11.598430
40430,1162907873.21856,1162907873.21856,9760,0,0,0,98.8,1645,2120,18,67,27.45,0,0,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1334,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Depressed,1154,1217,78,47,28.2,2016-11-11 13:58:12.218560,2016-11-11 13:58:12.218560
40433,1162907875.1188,1162907875.11881,9763,0,0,0,100,2112.5,2120,101.5,96,20.8,2,276,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,2099,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,757,697,78,47,28.2,2016-11-11 13:58:14.118800,2016-11-11 13:58:14.118810
40435,1162907876.39879,1162907876.39879,9765,0,0,0,97.2,2160,2120,69,40,14.75,0,0,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,2139,0,FaultFNRP20,N2,Err-Unknown,Off,Depressed,Off,Depressed,2845,3030,78,47,28.1,2016-11-11 13:58:15.398790,2016-11-11 13:58:15.398790
40436,1162907877.05887,1162907877.05887,9766,0,0,0,99.6,2064.5,2120,68.5,43,21.25,0.5,96,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2111,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,99,145,78,48,28.2,2016-11-11 13:58:16.058870,2016-11-11 13:58:16.058870
40438,1162907878.33887,1162907878.33887,9768,0,0,0,98.8,1780,2120,95,100,26.95,3,385,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1335,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,93,84,77,47,28.1,2016-11-11 13:58:17.338870,2016-11-11 13:58:17.338870
40440,1162907879.57888,1162907879.57888,9770,0,0,0,99.6,1852,2120,119,100,26.25,5,518,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1603,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,2,14,77,47,28.2,2016-11-11 13:58:18.578880,2016-11-11 13:58:18.578880
40441,1162907880.19893,1162907880.19893,9771,0,0,0,92.8,1891.5,2120,118.5,100,25.55,5,499,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1666,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,13,34,77,48,28.2,2016-11-11 13:58:19.198930,2016-11-11 13:58:19.198930
40443,1162907881.47903,1162907881.47904,9773,0,0,0,79.2,2058.5,1934,104,49,17.8,6,605,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1868,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,27,43,77,47,28.2,2016-11-11 13:58:20.479030,2016-11-11 13:58:20.479040
40444,1162907882.09914,1162907882.09914,9774,0,0,0,55.6,1779,1503.5,50.5,18,0,6,595,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1914,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Released,12,32,77,47,28.2,2016-11-11 13:58:21.099140,2016-11-11 13:58:21.099140
40448,1162907884.57923,1162907884.57923,9778,0,0,0,99.2,2170,2120,88.5,57,16.25,6.5,663,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2133,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,8,30,77,45,28.2,2016-11-11 13:58:23.579230,2016-11-11 13:58:23.579230
40449,1162907885.19925,1162907885.19925,9779,0,0,0,96.8,1895.5,2120,109,100,25.4,7,728,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1366,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,10,30,77,45,28.2,2016-11-11 13:58:24.199250,2016-11-11 13:58:24.199250
40451,1162907886.4394,1162907886.4394,9781,0,0,0,98.8,1774,2120,120,100,27.45,10.5,1033,43.8,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1755,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,8,27,77,45,28.3,2016-11-11 13:58:25.439400,2016-11-11 13:58:25.439400
40452,1162907887.05933,1162907887.05933,9782,0,0,0,77.6,1875.5,1932,115,87,24.35,11,1059,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1871,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,7,28,77,44,28.4,2016-11-11 13:58:26.059330,2016-11-11 13:58:26.059330
40454,1162907888.33957,1162907888.33957,9784,0,0,0,77.2,1789.5,1945.5,37,0,18.15,10.5,1021,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1796,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,8,23,77,38,28.3,2016-11-11 13:58:27.339570,2016-11-11 13:58:27.339570
40456,1162907889.57967,1162907889.57968,9786,0,0,0,98.8,1924,2120,105.5,100,25.05,11,1107,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1876,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,9,27,77,36,28.4,2016-11-11 13:58:28.579670,2016-11-11 13:58:28.579680
40457,1162907890.23959,1162907890.23959,9787,0,0,0,99.6,1960.5,2120,119,100,24.7,11.5,1129,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1933,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,8,25,77,38,28.4,2016-11-11 13:58:29.239590,2016-11-11 13:58:29.239590
40459,1162907891.47974,1162907891.47974,9789,0,0,0,43.6,2036,1293.5,77.5,59,0,12,1174,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2086,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Released,49,258,77,43,28.3,2016-11-11 13:58:30.479740,2016-11-11 13:58:30.479740
40462,1162907893.3799,1162907893.3799,9792,0,0,0,46,1092.5,1416.5,17.5,34,43.1,9.5,904,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1191,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Released,328,476,78,50,28.3,2016-11-11 13:58:32.379900,2016-11-11 13:58:32.379900
40464,1162907894.66003,1162907894.66003,9794,0,0,0,81.2,1748,2007,57,84,27.2,8.5,869,23.1,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1599,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,106,171,78,53,28.3,2016-11-11 13:58:33.660030,2016-11-11 13:58:33.660030
40465,1162907895.27983,1162907895.27984,9795,0,0,0,79.6,1678,1980.5,96,98,28.85,9.5,948,46.4,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1740,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,98,160,78,53,28.3,2016-11-11 13:58:34.279830,2016-11-11 13:58:34.279840
40467,1162907896.56022,1162907896.56023,9797,0,0,0,96.4,1867.5,1448.5,63,17,0.7,9.5,897,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1583,0,FaultFNRP20,N3,Err-Unknown,Off,Depressed,Off,Released,1523,1631,78,51,28.3,2016-11-11 13:58:35.560220,2016-11-11 13:58:35.560230
40468,1162907897.18004,1162907897.18004,9798,0,0,0,98.8,1941,2120,99,76,24.95,9,856,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1835,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,111,150,78,48,28.4,2016-11-11 13:58:36.180040,2016-11-11 13:58:36.180040
40470,1162907898.46023,1162907898.46023,9800,0,0,0,98.8,1684,2120,122.5,100,28.85,9.5,972,71.8,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1669,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,9,29,78,47,28.4,2016-11-11 13:58:37.460230,2016-11-11 13:58:37.460230
40471,1162907899.12018,1162907899.12018,9801,0,0,0,98.4,1742,2120,122,100,27.9,10,1001,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1731,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,6,24,78,47,28.2,2016-11-11 13:58:38.120180,2016-11-11 13:58:38.120180
40474,1162907901.06045,1162907901.06045,9804,0,0,0,99.2,1930,2120,116.5,100,25.05,11,1109,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1911,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,11,25,78,47,28.2,2016-11-11 13:58:40.060450,2016-11-11 13:58:40.060450
40476,1162907902.30051,1162907902.30051,9806,0,0,0,99.2,2024,2120,117,100,24,11.5,1167,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2034,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,11,29,78,47,28.2,2016-11-11 13:58:41.300510,2016-11-11 13:58:41.300510
40478,1162907903.58048,1162907903.58048,9808,0,0,0,99.6,2069.5,2120,118.5,100,23.3,12,1194,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2087,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,8,25,78,47,28.2,2016-11-11 13:58:42.580480,2016-11-11 13:58:42.580480
40479,1162907904.24064,1162907904.24065,9809,0,0,0,99.6,2096,2120,120,100,22.9,12,1195,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2083,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,11,27,78,47,28.2,2016-11-11 13:58:43.240640,2016-11-11 13:58:43.240650
40481,1162907905.52068,1162907905.52068,9811,0,0,0,99.6,2199,2120,113,96,18.3,12,1200,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1708,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,9,30,78,47,28.2,2016-11-11 13:58:44.520680,2016-11-11 13:58:44.520680
40482,1162907906.18085,1162907906.18085,9812,0,0,0,98.8,1829.5,2120,118,100,26.5,12.5,1220,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1207,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,11,32,78,47,28.2,2016-11-11 13:58:45.180850,2016-11-11 13:58:45.180850
40484,1162907907.42074,1162907907.42074,9814,0,0,0,99.6,1773,2120,120.5,100,27.45,12.5,1248,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1213,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,15,31,78,47,28.2,2016-11-11 13:58:46.420740,2016-11-11 13:58:46.420740
40485,1162907908.08085,1162907908.08085,9815,0,0,0,99.6,1816.5,2120,122.5,100,26.7,12.5,1248,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1237,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,24,32,78,47,28.2,2016-11-11 13:58:47.080850,2016-11-11 13:58:47.080850
40489,1162907910.64097,1162907910.64097,9819,0,0,0,99.6,1840.5,2120,117,100,26.35,13,1314,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1255,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,22,33,78,47,28.2,2016-11-11 13:58:49.640970,2016-11-11 13:58:49.640970
40490,1162907911.26114,1162907911.26114,9820,0,0,0,99.6,1832,2120,119,100,26.5,13,1299,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1284,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,18,35,78,47,28.1,2016-11-11 13:58:50.261140,2016-11-11 13:58:50.261140
40492,1162907912.54116,1162907912.54116,9822,0,0,0,99.2,1833.5,2120,119,100,26.5,13.5,1333,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1314,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,16,33,78,47,28.2,2016-11-11 13:58:51.541160,2016-11-11 13:58:51.541160
40493,1162907913.16118,1162907913.16118,9823,0,0,0,99.6,1835,2120,120,100,26.5,13.5,1324,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1322,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,18,32,78,47,28.2,2016-11-11 13:58:52.161180,2016-11-11 13:58:52.161180
40495,1162907914.44131,1162907914.44131,9825,0,0,0,99.6,1842.5,2120,119.5,100,26.35,13.5,1348,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1346,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,19,33,78,47,28.2,2016-11-11 13:58:53.441310,2016-11-11 13:58:53.441310
40496,1162907915.06179,1162907915.06179,9826,0,0,0,99.6,1852,2120,120,100,26.15,13.5,1347,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1345,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,20,35,78,47,28.1,2016-11-11 13:58:54.061790,2016-11-11 13:58:54.061790
40498,1162907916.38147,1162907916.38147,9828,0,0,0,98.8,1798,2120,117,100,26.95,14,1373,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1378,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,25,38,78,47,28.2,2016-11-11 13:58:55.381470,2016-11-11 13:58:55.381470
40499,1162907917.00152,1162907917.00152,9829,0,0,0,99.6,1421,2120,118,100,34.55,14,1352,25.5,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1366,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,16,32,78,47,28.2,2016-11-11 13:58:56.001520,2016-11-11 13:58:56.001520
40503,1162907919.60161,1162907919.60161,9833,0,0,0,99.6,1448.5,2120,114.5,100,33.95,15,1466,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1439,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,16,32,78,47,28.2,2016-11-11 13:58:58.601610,2016-11-11 13:58:58.601610
40504,1162907920.22163,1162907920.22163,9834,0,0,0,99.6,1458.5,2120,113.5,100,33.6,15,1472,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1454,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,22,33,78,47,28.2,2016-11-11 13:58:59.221630,2016-11-11 13:58:59.221630
40506,1162907921.46194,1162907921.46194,9836,0,0,0,99.6,1489.5,2120,113.5,100,32.9,15,1498,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1472,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,17,32,78,47,28.2,2016-11-11 13:59:00.461940,2016-11-11 13:59:00.461940
40507,1162907922.12187,1162907922.12187,9837,0,0,0,99.6,1483,2120,116,100,33.15,15,1506,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1499,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,18,34,78,47,28.2,2016-11-11 13:59:01.121870,2016-11-11 13:59:01.121870
40509,1162907923.3619,1162907923.3619,9839,0,0,0,22.8,1447.5,918.5,80,100,0,15,1489,55.7,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1411,0,FaultFNRP20,N4,Err-Unknown,Off,Released,Off,Released,435,470,78,47,28.2,2016-11-11 13:59:02.361900,2016-11-11 13:59:02.361900
40510,1162907924.02201,1162907924.02201,9840,0,0,0,20.8,1259,872,35.5,0,0,14.5,1380,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1112,0,FaultFNRP20,N4,Err-Unknown,Off,Released,Off,Released,543,1128,78,47,28.2,2016-11-11 13:59:03.022010,2016-11-11 13:59:03.022010
40512,1162907925.26227,1162907925.26228,9842,0,0,0,14,725.5,800,12.5,5,47.4,9.5,877,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,600,0,FaultFNRP20,N3,Err-Unknown,Off,Depressed,Off,Released,2103,2294,78,45,28,2016-11-11 13:59:04.262270,2016-11-11 13:59:04.262280
40515,1162907927.16216,1162907927.16216,9845,0,0,0,99.6,1701,2120,18,66,27.65,0.5,0,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1570,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,139,201,78,40,28.2,2016-11-11 13:59:06.162160,2016-11-11 13:59:06.162160
40517,1162907928.48214,1162907928.48215,9847,0,0,0,97.6,1799.5,2120,114.5,100,27.1,4.5,476,39.5,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1575,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,96,52,78,40,28.2,2016-11-11 13:59:07.482140,2016-11-11 13:59:07.482150
40518,1162907929.10221,1162907929.10222,9848,0,0,0,32.8,1701.5,1103,64,58,0,4.5,441,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1805,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Released,30,44,78,40,28.2,2016-11-11 13:59:08.102210,2016-11-11 13:59:08.102220
40520,1162907930.3823,1162907930.3823,9850,0,0,0,86.4,1845.5,2104.5,64.5,95,26.25,5,485,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1777,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,30,45,78,41,28.2,2016-11-11 13:59:09.382300,2016-11-11 13:59:09.382300
40521,1162907931.00234,1162907931.00234,9851,0,0,0,84.4,2061.5,2074,105,90,22.7,5.5,539,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1993,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,31,49,77,42,28.2,2016-11-11 13:59:10.002340,2016-11-11 13:59:10.002340
40523,1162907932.28248,1162907932.28249,9853,0,0,0,58.8,1748,1619,41,0,15.55,4.5,458,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1853,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,158,264,77,47,28.2,2016-11-11 13:59:11.282480,2016-11-11 13:59:11.282490
40525,1162907933.5227,1162907933.52271,9855,0,0,0,26.4,1365.5,995.5,24,0,0,4,384,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1260,0,FaultFNRP20,N2,Err-Unknown,Off,Released,Off,Released,598,1281,77,47,28.2,2016-11-11 13:59:12.522700,2016-11-11 13:59:12.522710
