OriginationTime,TransmissionTime,txSequenceNumber,loggerSequenceNumber,loggedTime,CDLConnectionHealth,ThrottlePosition___,EngineSpeed_rpm_,DesiredEngineSpeed_rpm_,BoostPressure_kPa_,EngineLoadFactor___,FuelConsumptionRate_l_h_,GroundSpeed_mph_,TransmissionOutputSpeed_rpm_,LockupClutchCurrent___,NeutralizeSwitchStatus,DirectionSwitchPositionStatus,RideControlSwitchStatus,TransmissionSwitchStatus,ParkBrakeSwitchStatus,DownShiftSwitchStatus,UpShiftSwitchStatus,LockupClutchEnableSwitchStatus,TorqueConverterSpeed_rpm_,GroundSpeedAndDirection_kph_,ShiftLeverPositionStatus,ActualGearStatus,ReverseSteeringSolenoidStatus,ParkBrakeStatus,ServiceBrakeStatus,AutoRetardModeStatus,AccelerationPedalStatus,FrontServiceBrakeOilPressure_kPa_,RearServiceBrakeOilPressure_kPa_,HydraulicOilTemperature_degC_,FuelGauge___,SystemVoltage_volts_,CorrectOriginationTime,Tonnage
1163395905,1163395905,1554,0,0,0,99.2,1887,2120,155.5,100,25.65,12.5,1216,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1487,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,46,50,82,79,28.2,17/11/2016 5:31,14
1163395909,1163395909,1561,0,0,0,99.2,1923.5,2120,157.5,100,25.2,13,1297,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1601,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,45,43,82,78,28.2,17/11/2016 5:31,14
1163395913,1163395913,1568,0,0,0,28,1025.5,1030,20,0,15.9,11.5,1142,0,Run,Forward,Auto,Manual,Off,On,Off,Off,1438,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Released,45,219,82,81,28.2,17/11/2016 5:31,14
1163395917,1163395917,1574,0,0,0,99.6,1952,2120,85.5,96,25.05,5.5,528,0,Run,Forward,Auto,Manual,Off,On,Off,Off,2015,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,106,126,82,83,28.2,17/11/2016 5:31,14
1163395921,1163395921,1580,0,0,0,99.6,1485,2120,145.5,100,33,0.5,91,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,603,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,31,31,82,81,28.2,17/11/2016 5:31,14
1163573983,1163573983,6,0,0,0,0,800,800,2.5,10,37.15,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,51,88,70,27.5,19/11/2016 6:59,14
1163573983,1163573983,7,0,0,0,0,800,800,2.5,10,37.15,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,753,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,37,50,88,70,27.5,19/11/2016 6:59,14
1163573985,1163573985,10,0,0,0,0,800,800,2.5,10,37.15,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,41,46,88,70,27.6,19/11/2016 6:59,14
1163573986,1163573986,12,0,0,0,0,799.5,800,2,10,37.3,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,35,47,88,70,27.6,19/11/2016 6:59,14
1163573988,1163573988,15,0,0,0,0,800,800,2.5,10,37.15,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,41,52,88,70,27.8,19/11/2016 6:59,14
1163573989,1163573989,16,0,0,0,0,800,800,2.5,10,37.15,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,40,52,88,70,27.8,19/11/2016 6:59,14
1163573992,1163573992,20,0,0,0,0,799.5,800,1,10,37.05,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,753,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,38,50,88,70,28,19/11/2016 6:59,14
1163573992,1163573992,21,0,0,0,0,799.5,800,2,10,37.05,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,753,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,50,88,70,28,19/11/2016 6:59,14
1163573994,1163573994,24,0,0,0,0,799.5,800,1.5,9,37.05,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,753,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,35,48,88,70,28.2,19/11/2016 6:59,14
1163573995,1163573995,26,0,0,0,0,799.5,800,1.5,10,37.05,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,753,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,38,48,88,70,28.2,19/11/2016 6:59,14
1163573997,1163573997,29,0,0,0,0,799,800,2,9,37.15,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,753,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,46,53,88,70,28.3,19/11/2016 6:59,14
1163573999,1163573999,31,0,0,0,0,799,800,2,9,37.15,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,753,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,52,88,70,28.3,19/11/2016 6:59,14
1163574001,1163574001,34,0,0,0,0,799.5,800,2,9,37.15,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,750,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,34,49,87,70,28.3,19/11/2016 6:59,14
1163574001,1163574001,35,0,0,0,0,799.5,800,2.5,9,37.15,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,36,49,87,70,28.3,19/11/2016 6:59,14
1163574003,1163574003,38,0,0,0,0,798,800,2.5,9,37.15,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,39,48,87,70,28.3,19/11/2016 6:59,14
1163574004,1163574004,40,0,0,0,0,799,800,2.5,9,36.8,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,48,87,70,28.3,19/11/2016 6:59,14
1163574006,1163574006,43,0,0,0,0,799,800,2,9,36.95,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,753,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,50,87,70,28.3,19/11/2016 6:59,14
1163574007,1163574007,45,0,0,0,0,800,800,2,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,753,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,53,87,70,28.3,19/11/2016 6:59,14
1163574009,1163574009,48,0,0,0,0,799,800,2,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,38,49,87,70,28.4,19/11/2016 6:59,14
1163574010,1163574010,49,0,0,0,0,799.5,800,2,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,40,49,87,70,28.4,19/11/2016 6:59,14
1163574013,1163574013,53,0,0,0,0,798.5,800,1,9,36.95,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,51,87,70,28.3,19/11/2016 6:59,14
1163574013,1163574013,54,0,0,0,0,798.5,800,1,9,37.05,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,52,87,70,28.4,19/11/2016 6:59,14
1163574015,1163574015,57,0,0,0,0,799,800,2,9,36.7,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,46,53,86,70,28.3,19/11/2016 6:59,14
1163574016,1163574016,59,0,0,0,0,798.5,800,2,9,36.8,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,36,47,86,70,28.3,19/11/2016 6:59,14
1163574018,1163574018,62,0,0,0,0,801.5,800,2,9,36.8,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,39,51,86,70,28.4,19/11/2016 7:00,14
1163574019,1163574019,64,0,0,0,0,799,800,2,9,36.7,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,41,51,86,70,28.4,19/11/2016 7:00,14
1163574021,1163574021,67,0,0,0,0,800,800,2.5,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,52,86,70,28.4,19/11/2016 7:00,14
1163574023,1163574023,69,0,0,0,0,799.5,800,2.5,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,53,86,70,28.4,19/11/2016 7:00,14
1163574025,1163574025,72,0,0,0,0,799,800,2,9,36.8,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,50,86,70,28.4,19/11/2016 7:00,14
1163574025,1163574025,73,0,0,0,0,799,800,2,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,47,86,70,28.4,19/11/2016 7:00,14
1163574027,1163574027,76,0,0,0,0,799,800,2,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,50,86,70,28.4,19/11/2016 7:00,14
1163574028,1163574028,78,0,0,0,0,798,800,2,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,49,86,70,28.4,19/11/2016 7:00,14
1163574030,1163574030,81,0,0,0,0,798.5,800,1,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,53,86,70,28.4,19/11/2016 7:00,14
1163574032,1163574032,83,0,0,0,0,799,800,1.5,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,44,53,86,70,28.4,19/11/2016 7:00,14
1163574033,1163574033,86,0,0,0,0,799,800,1.5,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,50,86,70,28.4,19/11/2016 7:00,14
1163574034,1163574034,87,0,0,0,0,798.5,800,1.5,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,39,53,86,70,28.4,19/11/2016 7:00,14
1163574037,1163574037,91,0,0,0,0,799.5,800,2,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,753,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,39,48,86,70,28.4,19/11/2016 7:00,14
1163574037,1163574037,92,0,0,0,0,799.5,800,2,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,41,50,86,70,28.4,19/11/2016 7:00,14
1163574039,1163574039,95,0,0,0,0,801,800,2,9,36.2,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,750,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,52,86,70,28.3,19/11/2016 7:00,14
1163574040,1163574040,97,0,0,0,0,801.5,800,2,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,46,53,86,70,28.4,19/11/2016 7:00,14
1163574042,1163574042,100,0,0,0,0,799,800,2,9,36.35,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,51,86,70,28.4,19/11/2016 7:00,14
1163574044,1163574044,102,0,0,0,0,799,800,2,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,38,46,86,70,28.4,19/11/2016 7:00,14
1163574045,1163574045,105,0,0,0,0,799,800,2,9,36.35,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,46,51,85,70,28.4,19/11/2016 7:00,14
1163574046,1163574046,106,0,0,0,0,799.5,800,2,9,36.35,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,52,85,70,28.4,19/11/2016 7:00,14
1163574048,1163574048,109,0,0,0,0,798.5,800,1.5,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,51,85,70,28.3,19/11/2016 7:00,14
1163574049,1163574049,111,0,0,0,0,801.5,800,2,9,36,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,46,50,85,70,28.3,19/11/2016 7:00,14
1163574051,1163574051,114,0,0,0,0,800.5,800,2,9,36,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,39,53,85,70,28.4,19/11/2016 7:00,14
1163574052,1163574052,116,0,0,0,0,800.5,800,1.5,9,36,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,750,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,49,85,70,28.4,19/11/2016 7:00,14
1163574054,1163574054,119,0,0,0,0,800.5,800,2,9,36,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,41,51,85,70,28.4,19/11/2016 7:00,14
1163574056,1163574056,121,0,0,0,0,801.5,800,2,9,35.85,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,44,53,85,70,28.3,19/11/2016 7:00,14
1163574056,1163574056,122,0,0,0,0,801.5,800,2,9,36,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,53,85,70,28.4,19/11/2016 7:00,14
1163574058,1163574058,125,0,0,0,0,799,800,2,9,36,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,52,85,70,28.4,19/11/2016 7:00,14
1163574059,1163574059,127,0,0,0,0,800.5,800,2,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,50,85,70,28.3,19/11/2016 7:00,14
1163574061,1163574061,130,0,0,0,0,801,800,2,8,36,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,38,52,85,70,28.4,19/11/2016 7:00,14
1163574062,1163574062,131,0,0,0,0,801,800,2,8,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,41,51,85,70,28.3,19/11/2016 7:00,14
1163574065,1163574065,135,0,0,0,0,800.5,800,1.5,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,750,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,48,85,70,28.4,19/11/2016 7:00,14
1163574065,1163574065,136,0,0,0,0,801,800,1.5,9,36.1,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,52,85,70,28.4,19/11/2016 7:00,14
1163574067,1163574067,139,0,0,0,0,801,800,1,9,36.2,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,53,85,70,28.4,19/11/2016 7:00,14
1163574068,1163574068,141,0,0,0,0,798.5,800,1.5,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,40,49,84,70,28.4,19/11/2016 7:00,14
1163574070,1163574070,144,0,0,0,0,801.5,800,1.5,8,35.75,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,38,47,84,70,28.4,19/11/2016 7:00,14
1163574072,1163574072,146,0,0,0,0,800.5,800,1.5,9,36,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,40,49,84,70,28.4,19/11/2016 7:00,14
1163574073,1163574073,149,0,0,0,0,800.5,800,1.5,8,35.85,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,41,49,84,70,28.4,19/11/2016 7:00,14
1163574074,1163574074,150,0,0,0,0,801,800,1.5,8,35.75,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,750,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,51,84,70,28.4,19/11/2016 7:00,14
1163574077,1163574077,154,0,0,0,0,801.5,800,1.5,8,35.75,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,53,84,70,28.4,19/11/2016 7:00,14
1163574077,1163574077,155,0,0,0,0,802,800,2,8,35.75,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,45,53,84,70,28.4,19/11/2016 7:01,14
1163574079,1163574079,158,0,0,0,0,801,800,2,8,35.75,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,40,53,84,70,28.4,19/11/2016 7:01,14
1163574080,1163574080,160,0,0,0,0,801,800,2,8,35.75,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,39,48,84,70,28.4,19/11/2016 7:01,14
1163574082,1163574082,163,0,0,0,0,802,800,2,8,35.5,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,39,52,84,70,28.4,19/11/2016 7:01,14
1163574084,1163574084,165,0,0,0,0,801,800,1,8,35.75,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,40,51,84,70,28.4,19/11/2016 7:01,14
1163574086,1163574086,168,0,0,0,0,801,800,1.5,8,36,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,750,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,52,84,70,28.4,19/11/2016 7:01,14
1163574086,1163574086,169,0,0,0,0,801,800,1.5,8,36,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,40,54,84,70,28.4,19/11/2016 7:01,14
1163574088,1163574088,172,0,0,0,0,800.5,800,1.5,8,36.2,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,40,50,84,70,28.4,19/11/2016 7:01,14
1163574089,1163574089,174,0,0,0,0,801,800,1.5,8,36.2,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,750,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,37,48,84,70,28.4,19/11/2016 7:01,14
1163574091,1163574091,177,0,0,0,0,801,800,1.5,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,750,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,40,51,84,70,28.4,19/11/2016 7:01,14
1163574093,1163574093,179,0,0,0,0,802,800,2,8,35.5,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,41,51,84,70,28.4,19/11/2016 7:01,14
1163574094,1163574094,182,0,0,0,0,800.5,800,2,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,44,52,84,70,28.4,19/11/2016 7:01,14
1163574095,1163574095,183,0,0,0,0,800.5,800,2,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,52,84,70,28.4,19/11/2016 7:01,14
1163574097,1163574097,186,0,0,0,0,800.5,800,2.5,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,39,50,84,70,28.4,19/11/2016 7:01,14
1163574098,1163574098,188,0,0,0,0,800.5,800,2,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,39,50,84,70,28.4,19/11/2016 7:01,14
1163574100,1163574100,191,0,0,0,0,800,800,2,8,35.85,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,36,48,84,70,28.4,19/11/2016 7:01,14
1163574101,1163574101,193,0,0,0,0,801,800,2,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,45,53,84,70,28.4,19/11/2016 7:01,14
1163574103,1163574103,196,0,0,0,0,801,800,2,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,47,52,84,70,28.4,19/11/2016 7:01,14
1163574104,1163574104,197,0,0,0,0,801,800,2,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,52,84,70,28.4,19/11/2016 7:01,14
1163574107,1163574107,201,0,0,0,0,801,800,1.5,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,44,53,84,70,28.4,19/11/2016 7:01,14
1163574107,1163574107,202,0,0,0,0,801.5,800,1.5,8,35.5,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,52,84,70,28.4,19/11/2016 7:01,14
1163574109,1163574109,205,0,0,0,0,800,800,1.5,8,35.75,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,36,51,83,70,28.3,19/11/2016 7:01,14
1163574110,1163574110,207,0,0,0,0,799.5,800,1.5,8,36,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,40,48,83,70,28.4,19/11/2016 7:01,14
1163574112,1163574112,210,0,0,0,0,799.5,800,1.5,8,35.75,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,43,53,83,70,28.4,19/11/2016 7:01,14
1163574114,1163574114,212,0,0,0,0,800.5,800,1.5,8,35.75,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,53,83,70,28.4,19/11/2016 7:01,14
1163574115,1163574115,215,0,0,0,0,800.5,800,2,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,47,53,83,70,28.4,19/11/2016 7:01,14
1163574116,1163574116,216,0,0,0,0,802,800,2,8,35.4,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,53,83,70,28.4,19/11/2016 7:01,14
1163574118,1163574118,219,0,0,0,0,801.5,800,2,8,35.5,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,39,52,83,70,28.4,19/11/2016 7:01,14
1163574119,1163574119,221,0,0,0,0,800.5,800,2.5,8,35.5,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,38,52,83,70,28.4,19/11/2016 7:01,14
1163574121,1163574121,224,0,0,0,0,800.5,800,2.5,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,36,52,83,70,28.3,19/11/2016 7:01,14
1163574123,1163574123,226,0,0,0,0,799.5,800,2,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,52,83,70,28.3,19/11/2016 7:01,14
1163574124,1163574124,229,0,0,0,0,800,800,2,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,42,50,83,70,28.3,19/11/2016 7:01,14
1163574125,1163574125,230,0,0,0,0,800,800,2,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,44,53,83,70,28.3,19/11/2016 7:01,14
1163574128,1163574128,234,0,0,0,0,801,800,2,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,751,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,39,52,83,70,28.4,19/11/2016 7:01,14
1163574128,1163574128,235,0,0,0,0,800.5,800,1.5,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,41,50,83,70,28.4,19/11/2016 7:01,14
1163574130,1163574130,237,0,0,0,0,800.5,800,1.5,8,35.65,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,752,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,37,49,83,70,28.3,19/11/2016 7:01,14
