OriginationTime,TransmissionTime,txSequenceNumber,loggerSequenceNumber,loggedTime,CDLConnectionHealth,ThrottlePosition___,EngineSpeed_rpm_,DesiredEngineSpeed_rpm_,BoostPressure_kPa_,EngineLoadFactor___,FuelConsumptionRate_l_h_,GroundSpeed_mph_,TransmissionOutputSpeed_rpm_,LockupClutchCurrent___,NeutralizeSwitchStatus,DirectionSwitchPositionStatus,RideControlSwitchStatus,TransmissionSwitchStatus,ParkBrakeSwitchStatus,DownShiftSwitchStatus,UpShiftSwitchStatus,LockupClutchEnableSwitchStatus,TorqueConverterSpeed_rpm_,GroundSpeedAndDirection_kph_,ShiftLeverPositionStatus,ActualGearStatus,ReverseSteeringSolenoidStatus,ParkBrakeStatus,ServiceBrakeStatus,AutoRetardModeStatus,AccelerationPedalStatus,FrontServiceBrakeOilPressure_kPa_,RearServiceBrakeOilPressure_kPa_,HydraulicOilTemperature_degC_,FuelGauge___,SystemVoltage_volts_,CorrectOriginationTime,Tonnage
1163551430,1163551430,1650,0,0,0,99.2,1908.5,2120,158,100,25.3,13,1279,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1607,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,55,57,87,95,28.2,19/11/2016 0:43,8.6
1163551433,1163551433,1655,0,0,0,85.6,2077.5,2120,67,18,15.8,10,966,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1991,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Protective,Depressed,371,428,86,96,28.2,19/11/2016 0:43,8.6
1163551437,1163551437,1661,0,0,0,99.6,1677.5,2120,162,100,29,3.5,266,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1067,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,93,91,86,95,28.1,19/11/2016 0:43,8.6
1163551440,1163551440,1666,0,0,0,99.6,1556,2120,157.5,100,31.35,1.5,153,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,616,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,48,48,86,96,28.2,19/11/2016 0:43,8.6
1163551444,1163551444,1672,0,0,0,99.6,1584.5,2120,151.5,100,30.65,1,89,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,0,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,28,28,86,96,28.2,19/11/2016 0:43,8.6
1163551447,1163551447,1677,0,0,0,98.4,1404,2120,140.5,100,35.05,0.5,237,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,212,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,17,13,86,96,28.2,19/11/2016 0:43,8.6
1163551450,1163551450,1682,0,0,0,99.2,2129.5,2120,145,72,19.85,0.5,92,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,2054,0,FaultFNRP20,R1,Err-Unknown,Off,Depressed,Off,Depressed,104,134,86,96,28.2,19/11/2016 0:43,8.6
1163551454,1163551454,1688,0,0,0,80.8,1975,1999,101.5,67,21.75,3.5,326,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1857,0,FaultFNRP20,R1,Err-Unknown,Off,Released,Off,Depressed,20,24,86,96,28.2,19/11/2016 0:43,8.6
1163551457,1163551457,1693,0,0,0,91.6,2048.5,2120,147,100,23.5,5.5,549,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1813,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,21,22,86,96,28.2,19/11/2016 0:44,8.6
1163551461,1163551461,1699,0,0,0,99.2,1808,2120,165.5,100,26.85,10,1019,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,964,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,27,29,86,96,28.2,19/11/2016 0:44,8.6
1163551464,1163551464,1704,0,0,0,99.2,1842,2120,163,100,26.35,12.5,1262,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1238,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,21,25,86,96,28.2,19/11/2016 0:44,8.6
1163551468,1163551468,1710,0,0,0,99.2,1894.5,2120,158,100,25.55,15.5,1521,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1548,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,24,26,86,96,28.2,19/11/2016 0:44,8.6
1163551471,1163551471,1715,0,0,0,99.2,1968,2120,158.5,100,24.6,17.5,1761,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1671,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,22,28,86,96,28.2,19/11/2016 0:44,8.6
1163551474,1163551474,1720,0,0,0,90.4,2148.5,2120,85,45,14.15,11.5,1104,0,Neutral,Reverse,Auto,Manual,Off,Off,Off,Off,2086,0,FaultFNRP20,N4,Err-Unknown,Off,Depressed,Off,Depressed,1453,1633,86,90,28.2,19/11/2016 0:44,8.6
1163551478,1163551478,1726,0,0,0,79.2,1744,1968,115.5,100,27.9,6.5,629,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,602,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,649,834,86,94,28.2,19/11/2016 0:44,8.6
1163551481,1163551481,1731,0,0,0,99.2,2014,2120,97,74,23.5,1,79,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,2075,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,111,129,86,93,28.2,19/11/2016 0:44,8.6
1163551485,1163551485,1737,0,0,0,99.6,1793,2120,157,100,27.2,6,604,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1241,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,18,20,86,93,28.2,19/11/2016 0:44,8.6
1163551488,1163551488,1742,0,0,0,99.2,2052.5,2120,158,100,23.5,9,882,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1978,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,21,23,86,85,28.2,19/11/2016 0:44,8.6
1163551492,1163551492,1747,0,0,0,96.4,1801,2120,129.5,100,26.95,7,661,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1441,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,107,550,86,95,28.2,19/11/2016 0:44,8.6
1163551496,1163551496,1753,0,0,0,99.2,1924.5,2120,157,100,25.2,8,781,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1668,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,24,27,86,96,28.2,19/11/2016 0:44,8.6
1163551498,1163551498,1757,0,0,0,99.2,1864,2120,157.5,100,26,8.5,868,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1090,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,26,29,86,96,28.2,19/11/2016 0:44,8.6
1163551502,1163551502,1764,0,0,0,99.2,1595,2120,155.5,100,30.5,9,869,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1088,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,14,18,86,90,28.2,19/11/2016 0:44,8.6
1163551506,1163551506,1769,0,0,0,99.2,1792,2120,163.5,100,27.2,7.5,728,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1630,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,5,6,86,94,28.2,19/11/2016 0:44,8.6
1163551509,1163551509,1775,0,0,0,93.6,2108,2120,95.5,57,19.7,0.5,58,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,2044,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,94,121,86,97,28.2,19/11/2016 0:44,8.6
1163551513,1163551513,1780,0,0,0,99.2,1798.5,2120,161.5,100,26.95,6,603,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1093,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,31,30,86,97,28.2,19/11/2016 0:44,8.6
1163551515,1163551515,1784,0,0,0,99.2,2037,2120,160,100,23.75,10.5,1078,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1797,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,44,46,86,96,28.1,19/11/2016 0:44,8.6
1163551520,1163551520,1791,0,0,0,99.2,2017,2120,70.5,54,22.55,10,1020,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,2060,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,113,128,86,83,28.1,19/11/2016 0:45,8.6
1163551522,1163551522,1795,0,0,0,99.2,1881,2120,157,100,25.75,12,1203,0,Neutral,Reverse,Auto,Manual,Off,Off,Off,Off,2083,0,FaultFNRP20,N4,Err-Unknown,Off,Released,Off,Depressed,482,513,86,94,28.2,19/11/2016 0:45,8.6
1163551527,1163551527,1802,0,0,0,98.4,1803,2120,163,100,26.95,10.5,1059,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1039,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,40,42,86,96,28.2,19/11/2016 0:45,8.6
1163551529,1163551529,1806,0,0,0,99.2,2132,2120,93.5,54,17.2,8,765,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,2067,0,FaultFNRP20,N4,Err-Unknown,Off,Released,Off,Depressed,114,139,86,84,28.2,19/11/2016 0:45,8.6
1163551533,1163551533,1813,0,0,0,99.2,1967.5,2120,107.5,100,24.7,0.5,0,0,Run,Forward,Auto,Manual,Off,On,Off,Off,86,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,111,126,86,87,28.2,19/11/2016 0:45,8.6
1163551537,1163551537,1818,0,0,0,86.4,1837,2120,159,100,26.5,6,620,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1474,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,43,41,86,90,28.1,19/11/2016 0:45,8.6
1163551539,1163551539,1822,0,0,0,72.8,1895.5,1856,152.5,76,23.15,8,799,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1718,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,41,44,86,95,28.1,19/11/2016 0:45,8.6
1163551544,1163551544,1829,0,0,0,81.6,2108,2056,110,73,14.5,4,370,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,2038,0,FaultFNRP20,R1,Err-Unknown,Off,Released,Off,Depressed,34,33,86,96,28.2,19/11/2016 0:45,8.6
1163551546,1163551546,1833,0,0,0,99.2,1933,2120,150.5,97,24.95,6.5,703,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1304,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,42,45,86,96,28.2,19/11/2016 0:45,8.6
1163551551,1163551551,1840,0,0,0,97.6,2078,2120,93,84,21.95,3,154,0,Neutral,Forward,Auto,Manual,Off,Off,Off,Off,1943,0,FaultFNRP20,N3,Err-Unknown,Off,Depressed,Off,Depressed,3945,4138,86,92,28.2,19/11/2016 0:45,8.6
1163551553,1163551553,1844,0,0,0,99.6,1895,2120,144.5,100,25.55,4,414,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1323,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,105,70,86,87,28.2,19/11/2016 0:45,8.6
1163551556,1163551556,1849,0,0,0,99.6,2115,2120,141.5,91,22.1,5,499,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1926,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,76,74,86,93,28.2,19/11/2016 0:45,8.6
1163551560,1163551560,1855,0,0,0,81.6,1656.5,2049,75,56,29.35,0,0,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1345,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,112,129,86,96,28.2,19/11/2016 0:45,8.6
1163551563,1163551563,1860,0,0,0,88,2113,2120,136,84,21.4,4,361,0,Neutral,Reverse,Auto,Manual,Off,Off,Off,Off,2036,0,FaultFNRP20,N2,Err-Unknown,Off,Depressed,Off,Depressed,1818,2001,86,96,28.2,19/11/2016 0:45,8.6
1163551567,1163551567,1866,0,0,0,99.2,1955,2120,153.5,100,24.8,4.5,461,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1876,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,58,62,86,90,28.2,19/11/2016 0:45,8.6
1163551570,1163551570,1871,0,0,0,78.4,1939.5,1957.5,104.5,76,22.9,4.5,462,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1769,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,55,56,86,93,28.2,19/11/2016 0:45,8.6
1163551574,1163551574,1877,0,0,0,77.6,1936,1944.5,136.5,77,24.25,4.5,456,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1767,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,67,67,86,95,28.2,19/11/2016 0:45,8.6
1163551577,1163551577,1882,0,0,0,90,2096,2120,139.5,91,22.7,5,496,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1938,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,53,54,86,95,28.2,19/11/2016 0:46,8.6
1163551580,1163551580,1887,0,0,0,99.2,1921,2120,107,55,25.2,1.5,189,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1645,0,FaultFNRP20,R1,Err-Unknown,Off,Released,Off,Depressed,95,113,86,96,28.2,19/11/2016 0:46,8.6
1163551584,1163551584,1893,0,0,0,99.2,1576,1625,99,60,26.95,0.5,51,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1453,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,117,130,86,92,28.2,19/11/2016 0:46,8.6
1163551587,1163551587,1898,0,0,0,99.6,2077,2120,148.5,95,23.05,5,455,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1581,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,50,48,86,90,28.1,19/11/2016 0:46,8.6
1163551591,1163551591,1904,0,0,0,99.6,1983.5,2120,159,100,24.45,8,783,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1727,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,52,55,86,93,28.1,19/11/2016 0:46,8.6
1163551594,1163551594,1909,0,0,0,99.2,2113,2120,158,99,22.55,9,883,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1930,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,55,54,86,92,28.1,19/11/2016 0:46,8.6
1163551598,1163551598,1914,0,0,0,99.6,2116.5,2120,154,96,22.45,9,891,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1944,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,49,48,86,94,28.1,19/11/2016 0:46,8.6
1163551601,1163551601,1920,0,0,0,99.2,2124.5,2120,155.5,97,22.55,9,897,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1937,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,41,48,86,94,28.1,19/11/2016 0:46,8.6
1163551604,1163551604,1925,0,0,0,99.2,2105,2120,159,100,22.9,9,893,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1901,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,55,54,86,95,28.2,19/11/2016 0:46,8.6
1163551608,1163551608,1931,0,0,0,81.6,2071,2018.5,155.5,100,21.15,9,829,0,Neutral,Forward,Auto,Manual,Off,Off,Off,Off,1930,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,484,499,86,95,28.1,19/11/2016 0:46,8.6
1163551612,1163551612,1936,0,0,0,76.4,1670,1922,61.5,90,28.75,3.5,350,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1438,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,116,125,86,96,28.2,19/11/2016 0:46,8.6
1163551615,1163551615,1942,0,0,0,72.4,1887,1854.5,117.5,37,22.2,4.5,456,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1746,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,49,51,86,92,28.2,19/11/2016 0:46,8.6
1163551618,1163551618,1947,0,0,0,99.2,2123,2120,118,72,20.2,1,90,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,2060,0,FaultFNRP20,R1,Err-Unknown,Off,Released,Off,Depressed,107,126,85,95,28.2,19/11/2016 0:46,8.6
1163551621,1163551621,1951,0,0,0,99.2,2135.5,2120,146,99,20.65,3.5,358,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,2057,0,FaultFNRP20,R1,Err-Unknown,Off,Released,Off,Depressed,31,30,85,96,28.2,19/11/2016 0:46,8.6
1163551626,1163551626,1958,0,0,0,98.4,1919.5,2120,152.5,100,25.2,4.5,461,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1514,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,93,69,85,90,28.2,19/11/2016 0:46,8.6
1163551628,1163551628,1962,0,0,0,82,2089.5,1996.5,148,94,19.35,5,495,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1929,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,70,69,85,90,28.2,19/11/2016 0:46,8.6
1163551633,1163551633,1969,0,0,0,62,1691,1654.5,107.5,82,26.7,4,387,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1462,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,64,64,85,95,28.2,19/11/2016 0:46,8.6
1163551635,1163551635,1973,0,0,0,81.6,1845,2025.5,140,79,26.35,4,413,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1659,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,58,59,85,95,28.2,19/11/2016 0:46,8.6
1163551640,1163551640,1980,0,0,0,99.2,1397,1625,53.5,83,33.75,0.5,96,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,97,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,102,115,85,95,28.2,19/11/2016 0:47,8.6
1163551642,1163551642,1984,0,0,0,99.2,1956,2120,149,100,24.7,5.5,565,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1896,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,30,31,85,96,28.2,19/11/2016 0:47,8.6
1163551645,1163551645,1989,0,0,0,99.2,1812.5,2120,161.5,100,26.85,9.5,970,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,996,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,31,31,85,96,28.1,19/11/2016 0:47,8.6
1163551649,1163551649,1995,0,0,0,98.8,2065,2120,83,44,21.75,1,9,0,Neutral,Forward,Auto,Manual,Off,Off,Off,Off,1920,0,FaultFNRP20,N3,Err-Unknown,Off,Depressed,Off,Depressed,1459,1623,85,88,28.2,19/11/2016 0:47,8.6
1163551652,1163551652,2000,0,0,0,99.6,1817.5,2120,163,100,26.7,5,534,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1122,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,53,53,84,87,28.2,19/11/2016 0:47,8.6
1163551657,1163551657,2007,0,0,0,99.6,1755,2120,155,100,27.65,1,141,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,370,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,103,119,84,95,28.2,19/11/2016 0:47,8.6
1163551659,1163551659,2011,0,0,0,83.6,2150,2047.5,131.5,70,13.8,0.5,49,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,2088,0,FaultFNRP20,F3,Err-Unknown,Off,Depressed,Off,Depressed,113,136,84,95,28.2,19/11/2016 0:47,8.6
1163551662,1163551662,2016,0,0,0,99.6,1803.5,2120,161,100,26.95,5,490,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1059,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,57,59,84,90,28.2,19/11/2016 0:47,8.6
1163551666,1163551666,2022,0,0,0,65.6,1775,1725,145.5,90,26.25,6.5,653,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1446,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,58,63,84,92,28.2,19/11/2016 0:47,8.6
1163551669,1163551669,2027,0,0,0,71.2,1769,1831,63,37,22.35,1.5,91,0,Neutral,Reverse,Auto,Manual,Off,Off,Off,Off,1698,0,FaultFNRP20,N3,Err-Unknown,Off,Depressed,Off,Depressed,2127,2308,84,95,28.2,19/11/2016 0:47,8.6
1163551673,1163551673,2033,0,0,0,98.8,1741,2120,153.5,100,27.9,5.5,561,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,935,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,28,29,84,96,28.2,19/11/2016 0:47,8.6
1163551676,1163551676,2038,0,0,0,99.2,1961,2120,161,100,24.7,10,988,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1835,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,30,30,84,96,28.2,19/11/2016 0:47,8.6
1163551680,1163551680,2044,0,0,0,99.6,1913.5,2120,100,56,25.05,1,152,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1363,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,120,133,84,87,28.2,19/11/2016 0:47,8.6
1163551683,1163551683,2049,0,0,0,99.6,1756,2120,163.5,100,27.55,6,623,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1276,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,38,36,84,90,28.2,19/11/2016 0:47,8.6
1163551687,1163551687,2054,0,0,0,99.6,1781,2120,159,100,27.3,1.5,162,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,157,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,55,54,84,95,28.2,19/11/2016 0:47,8.6
1163551690,1163551690,2060,0,0,0,99.6,1545,2120,149,100,31.6,0.5,46,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,673,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,25,18,84,96,28.2,19/11/2016 0:47,8.6
1163551693,1163551693,2065,0,0,0,99.6,1479,2120,147,100,33.15,0.5,60,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,251,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,26,25,84,96,28.1,19/11/2016 0:47,8.6
1163551697,1163551697,2071,0,0,0,98.8,1365,2120,138.5,100,36.2,0,0,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1526,0,FaultFNRP20,R1,Err-Unknown,Off,Released,Off,Depressed,26,25,84,96,28.2,19/11/2016 0:48,8.6
1163551701,1163551701,2076,0,0,0,97.2,1631,2120,163,99,29.95,0.5,40,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,643,0,FaultFNRP20,R1,Err-Unknown,Off,Released,Off,Depressed,95,117,84,96,28.1,19/11/2016 0:48,8.6
1163551704,1163551704,2082,0,0,0,86,2118.5,2100.5,121,69,19.6,3.5,333,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1944,0,FaultFNRP20,R1,Err-Unknown,Off,Released,Off,Depressed,16,20,85,96,28.2,19/11/2016 0:48,8.6
1163551707,1163551707,2087,0,0,0,85.6,1770.5,2095,160,100,27.45,7.5,765,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1436,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,20,18,85,96,28.2,19/11/2016 0:48,8.6
1163551710,1163551710,2091,0,0,0,99.2,1868.5,2120,161,100,25.9,10,1059,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1048,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,11,15,85,96,28.2,19/11/2016 0:48,8.6
1163551714,1163551714,2098,0,0,0,99.2,1844.5,2120,158.5,100,26.25,13.5,1338,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1325,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,23,25,85,96,28.2,19/11/2016 0:48,8.6
1163551717,1163551717,2102,0,0,0,99.2,1904,2120,157.5,100,25.4,15.5,1557,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,1513,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,30,27,85,96,28.2,19/11/2016 0:48,8.6
1163551721,1163551721,2109,0,0,0,98.4,2159.5,2120,70,28,9.15,15,1446,0,Neutral,Reverse,Auto,Manual,Off,Off,Off,Off,2116,0,FaultFNRP20,N4,Err-Unknown,Off,Depressed,Off,Depressed,1167,1345,85,95,28.2,19/11/2016 0:48,8.6
1163551724,1163551724,2113,0,0,0,98.8,2118.5,2120,60,43,15.3,9,862,0,Neutral,Reverse,Auto,Manual,Off,Off,Off,Off,2063,0,FaultFNRP20,N4,Err-Unknown,Off,Depressed,Off,Depressed,1629,1819,85,92,28.2,19/11/2016 0:48,8.6
1163551727,1163551727,2118,0,0,0,77.6,1748,1947,142.5,100,27.8,6,605,0,Run,Reverse,Auto,Manual,Off,Off,Off,Off,585,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,589,772,85,94,28.2,19/11/2016 0:48,8.6
1163551731,1163551731,2124,0,0,0,99.2,1817,2120,121,100,26.7,1,70,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,413,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,108,126,85,90,28.2,19/11/2016 0:48,8.6
1163551734,1163551734,2129,0,0,0,99.6,1804.5,2120,158.5,100,26.95,6.5,645,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1363,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,24,24,85,90,28.2,19/11/2016 0:48,8.6
1163551738,1163551738,2135,0,0,0,99.2,2159,2120,139,70,19.7,9.5,931,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,2117,0,FaultFNRP20,N3,Err-Unknown,Off,Released,Off,Depressed,288,351,85,83,28.2,19/11/2016 0:48,8.6
1163551741,1163551741,2140,0,0,0,98.8,1815,2120,158,100,26.85,7,671,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1463,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,102,119,85,94,28.2,19/11/2016 0:48,8.6
1163551745,1163551745,2146,0,0,0,99.2,1968,2120,158,100,24.6,8,794,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1717,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,19,19,85,96,28.2,19/11/2016 0:48,8.6
1163551748,1163551748,2151,0,0,0,99.2,2042.5,2120,146.5,77,23.65,9,879,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1713,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,20,18,85,95,28.2,19/11/2016 0:48,8.6
1163551751,1163551751,2156,0,0,0,99.2,1579.5,2120,151,100,30.9,9,894,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1074,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,17,16,85,87,28.2,19/11/2016 0:48,8.6
1163551755,1163551755,2162,0,0,0,99.2,1738,2120,164,100,28.05,7.5,732,0,Run,Forward,Auto,Manual,Off,Off,Off,Off,1570,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,5,5,85,95,28.2,19/11/2016 0:48,8.6
