StartDateTime,Operator
2016-12-02 23:55:18,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-03 05:56:22,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-12-03 12:59:54,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-03 18:01:43,ab43b2d0cdd8ac2b1a2020eab133c4a658a7404c41c2965e764f875b7eea8e58
2016-12-04 00:07:10,161220860cb7cb085c41b1fc7f3df44d4ae082b212016e3fb1b6aea9914a35ce
2016-12-04 02:16:08,f8ba486de2278b29a1baaa9185ef60339de10039e45a2dc0851e47f4bd71452b
2016-12-04 03:53:56,7d843367e1a8cb27be53984ec759cb3444a352ac1a216adf7bb53273525a3a63
2016-12-04 05:52:55,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-12-04 13:04:11,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-04 17:46:48,ab43b2d0cdd8ac2b1a2020eab133c4a658a7404c41c2965e764f875b7eea8e58
2016-12-04 23:57:59,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-05 06:02:07,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-12-05 13:53:14,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-05 18:05:44,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-12-06 00:06:43,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-06 08:03:19,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-12-06 12:58:16,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-06 18:10:46,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-12-07 12:01:35,0449a61fe24f483afb264263de56df06b11b991268b2b15a69446d49f252df67
2016-12-07 14:35:57,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-07 18:07:08,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-12-07 23:00:00,8e0f023b8f94264c7900395406d6e4b41b97ff3a9662ee82900012af3b51932a
2016-12-07 23:01:48,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-12-08 00:05:40,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-08 00:21:58,362c3038e0111d54d32b3125a277cfd2ed4eafdf4da8f36da8ec0ba712c2a006
2016-12-08 01:06:51,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-08 06:07:18,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-08 12:10:36,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-08 18:23:21,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-08 22:07:04,07cc00332c231720baa4876e156fb50b6e290d5b8b20d722a625eeaa8913da75
2016-12-08 23:10:37,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-09 01:00:01,8e0f023b8f94264c7900395406d6e4b41b97ff3a9662ee82900012af3b51932a
2016-12-09 01:33:04,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-09 12:08:24,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-09 17:42:35,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-09 21:55:00,07cc00332c231720baa4876e156fb50b6e290d5b8b20d722a625eeaa8913da75
2016-12-09 23:03:46,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-10 03:36:03,43338d73d19ecfb6cd35082f94a38e31a8933afb212e87e98c5e28707d0268c2
2016-12-10 05:44:44,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-10 12:45:27,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-10 17:56:52,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-10 22:09:34,07cc00332c231720baa4876e156fb50b6e290d5b8b20d722a625eeaa8913da75
2016-12-10 23:12:54,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-11 03:53:48,8c31715bb4afd32402a5fca806e9256a47f90bd9361e73fe3ae6511d6789e93f
2016-12-11 05:54:05,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-11 11:44:32,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-11 18:07:18,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-12 02:34:57,6bcd703adebdf8eb6023b7bf7d5abfd0907ac30c9324599bf4ef9a7a529ced75
2016-12-12 05:52:40,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-12 11:46:14,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-12 18:08:18,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-12 21:56:51,f2b3c609f8142722d67bcb67571c2cd04834fa580d8e88d1427757edd28e51b6
2016-12-12 23:05:12,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-13 03:51:06,6bcd703adebdf8eb6023b7bf7d5abfd0907ac30c9324599bf4ef9a7a529ced75
2016-12-13 05:55:24,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-13 12:11:16,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-13 18:04:42,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-13 22:03:56,f2b3c609f8142722d67bcb67571c2cd04834fa580d8e88d1427757edd28e51b6
2016-12-13 22:04:55,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-13 22:11:21,f2b3c609f8142722d67bcb67571c2cd04834fa580d8e88d1427757edd28e51b6
2016-12-13 23:05:12,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-14 03:58:06,f2b3c609f8142722d67bcb67571c2cd04834fa580d8e88d1427757edd28e51b6
2016-12-14 05:46:13,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-14 12:25:34,094c68186f33332bfeb662f33d65a41a60720296fba85eb006294319a0d35226
2016-12-14 18:04:46,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-14 21:50:32,f2b3c609f8142722d67bcb67571c2cd04834fa580d8e88d1427757edd28e51b6
2016-12-14 22:55:14,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-15 03:31:45,f2b3c609f8142722d67bcb67571c2cd04834fa580d8e88d1427757edd28e51b6
2016-12-15 06:16:09,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-15 18:04:08,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-16 01:06:34,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-12-16 06:15:12,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-16 12:22:28,f8c526198752115583ef2839ad2305815aa665b03620353f8a6687a816c0fe1b
2016-12-16 18:00:08,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-17 01:06:23,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-12-17 06:00:41,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-17 12:04:43,f8c526198752115583ef2839ad2305815aa665b03620353f8a6687a816c0fe1b
2016-12-17 17:55:58,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-18 01:07:41,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-12-18 06:08:00,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-18 12:08:09,f8c526198752115583ef2839ad2305815aa665b03620353f8a6687a816c0fe1b
2016-12-18 17:56:50,da7f21c5a078f82b15abc62f4f0bbb024e6fb4e3dc305b27d8cfa86069c5da35
2016-12-20 03:45:40,f26411941adcd369bd4b37c3e51bd6bd8970ef0fc84d536a91d1d8dba0bbd8e1
2016-12-20 06:07:13,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-20 11:59:39,f8c526198752115583ef2839ad2305815aa665b03620353f8a6687a816c0fe1b
2016-12-20 14:13:27,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-21 01:16:25,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-12-21 06:01:24,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-21 12:07:22,f8c526198752115583ef2839ad2305815aa665b03620353f8a6687a816c0fe1b
2016-12-21 17:54:46,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-21 17:55:45,f8c526198752115583ef2839ad2305815aa665b03620353f8a6687a816c0fe1b
2016-12-21 18:01:32,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2016-12-22 00:50:44,e5531fc12678042d40608927f54c9257820aefb2ad2963cd80f4855045e35bde
2016-12-22 05:31:52,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-22 12:20:30,86154273d97841e663d96735fd6a623f7d5e49dde440a2a0efe10e1a2bf5008d
2016-12-22 13:23:11,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-22 15:58:14,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-22 18:18:33,3e8b9e3a63ee3ba916086a2dfcc00a3c3c9762517e0102c951c3fc8ec6c22e8e
2016-12-23 00:20:03,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-23 06:12:55,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-23 10:27:08,8697ed3c178553472fcdd09939e91bd61190211e6bb8ee9c56e99d058bc5a205
2016-12-23 10:29:12,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-23 10:31:40,8697ed3c178553472fcdd09939e91bd61190211e6bb8ee9c56e99d058bc5a205
2016-12-23 10:41:29,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-23 10:46:25,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-23 12:25:20,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-23 15:44:42,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-23 18:07:37,3e8b9e3a63ee3ba916086a2dfcc00a3c3c9762517e0102c951c3fc8ec6c22e8e
2016-12-24 00:16:41,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-24 06:08:10,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-24 12:24:43,86154273d97841e663d96735fd6a623f7d5e49dde440a2a0efe10e1a2bf5008d
2016-12-24 13:32:14,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-24 15:48:32,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-24 18:07:10,4fe36ba9cfcf14292593e0000d575f376bc7c37eb803c44a1669617ac6f5ee5f
2016-12-25 00:10:43,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-25 06:01:22,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-25 10:35:48,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-25 11:33:41,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-25 12:49:30,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-25 12:50:31,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-25 12:56:53,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-25 17:53:15,4fe36ba9cfcf14292593e0000d575f376bc7c37eb803c44a1669617ac6f5ee5f
2016-12-26 01:30:16,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-26 06:01:27,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-26 12:03:28,357b369866b81b2fd94a3011edefe19f0d9ab5eee7104b0d058eee38d08c52ca
2016-12-26 13:30:36,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-26 15:07:22,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-26 15:08:21,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-26 15:20:54,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-26 18:07:54,4fe36ba9cfcf14292593e0000d575f376bc7c37eb803c44a1669617ac6f5ee5f
2016-12-27 00:14:31,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-27 05:57:27,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-27 15:51:44,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-27 18:09:06,4fe36ba9cfcf14292593e0000d575f376bc7c37eb803c44a1669617ac6f5ee5f
2016-12-27 23:43:15,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-28 06:06:47,5317550a53952273b1d7d37694877e514c49abf089871d5945f8674b966bcd80
2016-12-28 15:50:02,67d51998776df6c4765ebe103d5e4ab8c62f2ae1c1377da0862caacd6411b825
2016-12-28 18:08:50,4fe36ba9cfcf14292593e0000d575f376bc7c37eb803c44a1669617ac6f5ee5f
2016-12-29 00:07:14,22745ee2941e905f609467eaa08defb3abb1d3b647628cc140d528669d330671
2016-12-29 06:02:34,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-12-30 00:13:32,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-30 06:10:57,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-12-30 15:41:57,e914c49bd3577e160ed315f5d0e998f25eb631b1e283e20996d70e75695dabb4
2016-12-30 18:03:28,f8c526198752115583ef2839ad2305815aa665b03620353f8a6687a816c0fe1b
2016-12-31 01:47:14,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2016-12-31 06:08:15,6a9e51f405e6c6888973e1a115fc339c93116a53088001b5bb190900d3386ce6
2016-12-31 12:59:18,8e4d252e5c4b1ad2abaf33a6930f0d3da2921e62f86123f4e9bba1e8dbbc11cf
2016-12-31 18:05:56,f8c526198752115583ef2839ad2305815aa665b03620353f8a6687a816c0fe1b
2017-01-01 07:50:00,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2017-01-01 13:18:54,8e4d252e5c4b1ad2abaf33a6930f0d3da2921e62f86123f4e9bba1e8dbbc11cf
2017-01-01 17:48:43,f8c526198752115583ef2839ad2305815aa665b03620353f8a6687a816c0fe1b
2017-01-02 00:04:16,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2017-01-02 06:02:45,171e019c157590de25aa239720670b94de9f6751412d8de7d3e4715f8b5dd293
2017-01-02 16:44:35,1120a880faab125dfd7bf14fab7e51c02c8eec88daebbcdcd8c82db020ccebc4
2017-01-02 18:00:59,f8c526198752115583ef2839ad2305815aa665b03620353f8a6687a816c0fe1b
2017-01-03 00:00:33,cb9059871b5b9e83ff7fbe2fdaa9e2f8f11bfd6d3d0fdcac21cbfa0d096bd800
2017-01-04 09:42:28,f6db3eff746484ceaf75b6bbb70ee8aa0663501294a3c74a0a5de5924f278c40
